Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
"Bristol, City of",E06000023,Upper tier local authority,2020-04-03,20,,,203,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-03,4,,,65,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-03,11,,,108,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-03,7,,,85,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-03,5,,,64,,
Nottingham,E06000018,Upper tier local authority,2020-04-03,16,,,185,,
Rutland,E06000017,Upper tier local authority,2020-04-03,1,,,7,,
Leicester,E06000016,Upper tier local authority,2020-04-03,26,,,217,,
Derby,E06000015,Upper tier local authority,2020-04-03,22,,,282,,
York,E06000014,Upper tier local authority,2020-04-03,8,,,70,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-03,13,,,59,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-03,10,,,47,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-03,12,,,105,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-03,10,,,44,,
Blackpool,E06000009,Upper tier local authority,2020-04-03,8,,,75,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-03,9,,,75,,
Warrington,E06000007,Upper tier local authority,2020-04-03,16,,,145,,
Halton,E06000006,Upper tier local authority,2020-04-03,18,,,96,,
Darlington,E06000005,Upper tier local authority,2020-04-03,6,,,43,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-03,16,,,113,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-03,17,,,98,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-03,26,,,149,,
Hartlepool,E06000001,Upper tier local authority,2020-04-03,5,,,30,,
England,E92000001,Nation,2020-04-02,4008,4005,3,40756,40760,-4
South West,E12000009,Region,2020-04-02,182,,,1751,,
South East,E12000008,Region,2020-04-02,475,,,5297,,
London,E12000007,Region,2020-04-02,1023,,,12080,,
East of England,E12000006,Region,2020-04-02,366,,,3314,,
West Midlands,E12000005,Region,2020-04-02,447,,,4705,,
East Midlands,E12000004,Region,2020-04-02,213,,,2507,,
Yorkshire and The Humber,E12000003,Region,2020-04-02,241,,,2866,,
North West,E12000002,Region,2020-04-02,681,,,5235,,
North East,E12000001,Region,2020-04-02,217,,,1696,,
Worcestershire,E10000034,Upper tier local authority,2020-04-02,31,,,386,,
West Sussex,E10000032,Upper tier local authority,2020-04-02,21,,,314,,
Warwickshire,E10000031,Upper tier local authority,2020-04-02,51,,,387,,
Surrey,E10000030,Upper tier local authority,2020-04-02,70,,,920,,
Suffolk,E10000029,Upper tier local authority,2020-04-02,21,,,240,,
Staffordshire,E10000028,Upper tier local authority,2020-04-02,58,,,530,,
Somerset,E10000027,Upper tier local authority,2020-04-02,19,,,105,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-02,70,,,442,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-02,40,,,408,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-02,19,,,235,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-02,51,,,417,,
Norfolk,E10000020,Upper tier local authority,2020-04-02,27,,,279,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-02,14,,,245,,
Leicestershire,E10000018,Upper tier local authority,2020-04-02,19,,,316,,
Lancashire,E10000017,Upper tier local authority,2020-04-02,94,,,754,,
Kent,E10000016,Upper tier local authority,2020-04-02,82,,,829,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-02,102,,,891,,
Hampshire,E10000014,Upper tier local authority,2020-04-02,87,,,936,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-02,31,,,305,,
Essex,E10000012,Upper tier local authority,2020-04-02,100,,,907,,
East Sussex,E10000011,Upper tier local authority,2020-04-02,17,,,182,,
Devon,E10000008,Upper tier local authority,2020-04-02,23,,,200,,
Derbyshire,E10000007,Upper tier local authority,2020-04-02,26,,,495,,
Cumbria,E10000006,Upper tier local authority,2020-04-02,67,,,698,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-02,22,,,236,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-02,32,,,298,,
Westminster,E09000033,Upper tier local authority,2020-04-02,17,,,360,,
Wandsworth,E09000032,Upper tier local authority,2020-04-02,38,,,531,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-02,27,,,344,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-02,26,,,311,,
Sutton,E09000029,Upper tier local authority,2020-04-02,29,,,277,,
Southwark,E09000028,Upper tier local authority,2020-04-02,40,,,641,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-02,8,,,199,,
Redbridge,E09000026,Upper tier local authority,2020-04-02,28,,,292,,
Newham,E09000025,Upper tier local authority,2020-04-02,34,,,444,,
Merton,E09000024,Upper tier local authority,2020-04-02,33,,,335,,
Lewisham,E09000023,Upper tier local authority,2020-04-02,53,,,446,,
Lambeth,E09000022,Upper tier local authority,2020-04-02,41,,,639,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-02,16,,,176,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-02,20,,,263,,
Islington,E09000019,Upper tier local authority,2020-04-02,22,,,249,,
Hounslow,E09000018,Upper tier local authority,2020-04-02,33,,,321,,
Hillingdon,E09000017,Upper tier local authority,2020-04-02,17,,,314,,
Havering,E09000016,Upper tier local authority,2020-04-02,30,,,235,,
Harrow,E09000015,Upper tier local authority,2020-04-02,31,,,447,,
Haringey,E09000014,Upper tier local authority,2020-04-02,27,,,286,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-02,21,,,259,,
Hackney,E09000012,Upper tier local authority,2020-04-02,38,,,323,,
Greenwich,E09000011,Upper tier local authority,2020-04-02,23,,,303,,
Enfield,E09000010,Upper tier local authority,2020-04-02,26,,,341,,
Ealing,E09000009,Upper tier local authority,2020-04-02,41,,,488,,
Croydon,E09000008,Upper tier local authority,2020-04-02,80,,,650,,
Camden,E09000007,Upper tier local authority,2020-04-02,25,,,289,,
Bromley,E09000006,Upper tier local authority,2020-04-02,37,,,498,,
Brent,E09000005,Upper tier local authority,2020-04-02,58,,,702,,
Bexley,E09000004,Upper tier local authority,2020-04-02,17,,,247,,
Barnet,E09000003,Upper tier local authority,2020-04-02,65,,,652,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-02,22,,,207,,
Gateshead,E08000037,Upper tier local authority,2020-04-02,23,,,158,,
Wakefield,E08000036,Upper tier local authority,2020-04-02,17,,,150,,
Leeds,E08000035,Upper tier local authority,2020-04-02,30,,,298,,
Kirklees,E08000034,Upper tier local authority,2020-04-02,22,,,173,,
Calderdale,E08000033,Upper tier local authority,2020-04-02,11,,,74,,
Bradford,E08000032,Upper tier local authority,2020-04-02,19,,,189,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-02,17,,,296,,
Walsall,E08000030,Upper tier local authority,2020-04-02,48,,,357,,
Solihull,E08000029,Upper tier local authority,2020-04-02,25,,,208,,
Sandwell,E08000028,Upper tier local authority,2020-04-02,37,,,346,,
Dudley,E08000027,Upper tier local authority,2020-04-02,30,,,286,,
Coventry,E08000026,Upper tier local authority,2020-04-02,20,,,255,,
Birmingham,E08000025,Upper tier local authority,2020-04-02,102,,,1274,,
Sunderland,E08000024,Upper tier local authority,2020-04-02,37,,,243,,
South Tyneside,E08000023,Upper tier local authority,2020-04-02,13,,,82,,
North Tyneside,E08000022,Upper tier local authority,2020-04-02,14,,,143,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-02,31,,,312,,
Sheffield,E08000019,Upper tier local authority,2020-04-02,52,,,881,,
Rotherham,E08000018,Upper tier local authority,2020-04-02,15,,,221,,
Doncaster,E08000017,Upper tier local authority,2020-04-02,11,,,154,,
Barnsley,E08000016,Upper tier local authority,2020-04-02,14,,,219,,
Wirral,E08000015,Upper tier local authority,2020-04-02,52,,,209,,
Sefton,E08000014,Upper tier local authority,2020-04-02,32,,,216,,
St. Helens,E08000013,Upper tier local authority,2020-04-02,26,,,192,,
Liverpool,E08000012,Upper tier local authority,2020-04-02,56,,,451,,
Knowsley,E08000011,Upper tier local authority,2020-04-02,22,,,138,,
Wigan,E08000010,Upper tier local authority,2020-04-02,24,,,160,,
Trafford,E08000009,Upper tier local authority,2020-04-02,27,,,201,,
Tameside,E08000008,Upper tier local authority,2020-04-02,18,,,149,,
Stockport,E08000007,Upper tier local authority,2020-04-02,28,,,221,,
Salford,E08000006,Upper tier local authority,2020-04-02,21,,,230,,
Rochdale,E08000005,Upper tier local authority,2020-04-02,9,,,152,,
Oldham,E08000004,Upper tier local authority,2020-04-02,23,,,196,,
Manchester,E08000003,Upper tier local authority,2020-04-02,34,,,290,,
Bury,E08000002,Upper tier local authority,2020-04-02,8,,,124,,
Bolton,E08000001,Upper tier local authority,2020-04-02,17,,,144,,
Dorset,E06000059,Upper tier local authority,2020-04-02,10,,,107,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-02,12,,,104,,
Northumberland,E06000057,Upper tier local authority,2020-04-02,24,,,159,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-02,22,,,159,,
Bedford,E06000055,Upper tier local authority,2020-04-02,13,,,113,,
Wiltshire,E06000054,Upper tier local authority,2020-04-02,10,,,138,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-02,17,,,164,,
Shropshire,E06000051,Upper tier local authority,2020-04-02,8,,,146,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-02,26,,,183,,
Cheshire East,E06000049,Upper tier local authority,2020-04-02,28,,,187,,
County Durham,E06000047,Upper tier local authority,2020-04-02,36,,,236,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-02,1,,,27,,
Southampton,E06000045,Upper tier local authority,2020-04-02,17,,,157,,
Portsmouth,E06000044,Upper tier local authority,2020-04-02,5,,,96,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-02,12,,,125,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-02,12,,,175,,
Wokingham,E06000041,Upper tier local authority,2020-04-02,2,,,102,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-02,4,,,103,,
Slough,E06000039,Upper tier local authority,2020-04-02,3,,,143,,
Reading,E06000038,Upper tier local authority,2020-04-02,8,,,104,,
West Berkshire,E06000037,Upper tier local authority,2020-04-02,5,,,92,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-02,3,,,59,,
Medway,E06000035,Upper tier local authority,2020-04-02,24,,,193,,
Thurrock,E06000034,Upper tier local authority,2020-04-02,17,,,120,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-02,14,,,117,,
Luton,E06000032,Upper tier local authority,2020-04-02,23,,,191,,
Peterborough,E06000031,Upper tier local authority,2020-04-02,5,,,61,,
Swindon,E06000030,Upper tier local authority,2020-04-02,12,,,66,,
Torbay,E06000027,Upper tier local authority,2020-04-02,2,,,54,,
Plymouth,E06000026,Upper tier local authority,2020-04-02,12,,,78,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-02,9,,,117,,
North Somerset,E06000024,Upper tier local authority,2020-04-02,6,,,69,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-02,15,,,183,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-02,4,,,61,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-02,9,,,97,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-02,7,,,78,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-02,4,,,59,,
Nottingham,E06000018,Upper tier local authority,2020-04-02,20,,,169,,
Leicester,E06000016,Upper tier local authority,2020-04-02,24,,,191,,
Derby,E06000015,Upper tier local authority,2020-04-02,19,,,260,,
York,E06000014,Upper tier local authority,2020-04-02,11,,,62,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-02,4,,,46,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-02,1,,,37,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-02,7,,,93,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-02,8,,,34,,
Blackpool,E06000009,Upper tier local authority,2020-04-02,18,,,67,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-02,12,,,66,,
Warrington,E06000007,Upper tier local authority,2020-04-02,25,,,129,,
Halton,E06000006,Upper tier local authority,2020-04-02,14,,,78,,
Darlington,E06000005,Upper tier local authority,2020-04-02,5,,,37,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-02,12,,,97,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-02,7,,,81,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-02,13,,,123,,
Hartlepool,E06000001,Upper tier local authority,2020-04-02,2,,,25,,
England,E92000001,Nation,2020-04-01,4088,4084,4,36748,36755,-7
South West,E12000009,Region,2020-04-01,183,,,1569,,
South East,E12000008,Region,2020-04-01,546,,,4822,,
London,E12000007,Region,2020-04-01,960,,,11057,,
East of England,E12000006,Region,2020-04-01,340,,,2948,,
West Midlands,E12000005,Region,2020-04-01,411,,,4258,,
East Midlands,E12000004,Region,2020-04-01,296,,,2294,,
Yorkshire and The Humber,E12000003,Region,2020-04-01,298,,,2625,,
North West,E12000002,Region,2020-04-01,617,,,4554,,
North East,E12000001,Region,2020-04-01,307,,,1479,,
Worcestershire,E10000034,Upper tier local authority,2020-04-01,34,,,355,,
West Sussex,E10000032,Upper tier local authority,2020-04-01,25,,,293,,
Warwickshire,E10000031,Upper tier local authority,2020-04-01,29,,,336,,
Surrey,E10000030,Upper tier local authority,2020-04-01,92,,,850,,
Suffolk,E10000029,Upper tier local authority,2020-04-01,29,,,219,,
Staffordshire,E10000028,Upper tier local authority,2020-04-01,54,,,472,,
Somerset,E10000027,Upper tier local authority,2020-04-01,8,,,86,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-01,42,,,372,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-01,34,,,368,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-01,32,,,216,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-01,54,,,366,,
Norfolk,E10000020,Upper tier local authority,2020-04-01,22,,,252,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-01,33,,,231,,
Leicestershire,E10000018,Upper tier local authority,2020-04-01,45,,,297,,
Lancashire,E10000017,Upper tier local authority,2020-04-01,91,,,660,,
Kent,E10000016,Upper tier local authority,2020-04-01,111,,,747,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-01,84,,,789,,
Hampshire,E10000014,Upper tier local authority,2020-04-01,71,,,849,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-01,34,,,274,,
Essex,E10000012,Upper tier local authority,2020-04-01,108,,,807,,
East Sussex,E10000011,Upper tier local authority,2020-04-01,21,,,165,,
Devon,E10000008,Upper tier local authority,2020-04-01,25,,,177,,
Derbyshire,E10000007,Upper tier local authority,2020-04-01,51,,,469,,
Cumbria,E10000006,Upper tier local authority,2020-04-01,74,,,631,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-01,13,,,214,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-01,19,,,266,,
Westminster,E09000033,Upper tier local authority,2020-04-01,18,,,343,,
Wandsworth,E09000032,Upper tier local authority,2020-04-01,37,,,493,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-01,25,,,317,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-01,24,,,285,,
Sutton,E09000029,Upper tier local authority,2020-04-01,37,,,248,,
Southwark,E09000028,Upper tier local authority,2020-04-01,56,,,601,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-01,15,,,191,,
Redbridge,E09000026,Upper tier local authority,2020-04-01,22,,,264,,
Newham,E09000025,Upper tier local authority,2020-04-01,40,,,410,,
Merton,E09000024,Upper tier local authority,2020-04-01,27,,,302,,
Lewisham,E09000023,Upper tier local authority,2020-04-01,35,,,393,,
Lambeth,E09000022,Upper tier local authority,2020-04-01,49,,,598,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-01,9,,,160,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-01,16,,,243,,
Islington,E09000019,Upper tier local authority,2020-04-01,17,,,227,,
Hounslow,E09000018,Upper tier local authority,2020-04-01,32,,,288,,
Hillingdon,E09000017,Upper tier local authority,2020-04-01,22,,,297,,
Havering,E09000016,Upper tier local authority,2020-04-01,29,,,205,,
Harrow,E09000015,Upper tier local authority,2020-04-01,23,,,416,,
Haringey,E09000014,Upper tier local authority,2020-04-01,22,,,259,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-01,26,,,238,,
Hackney,E09000012,Upper tier local authority,2020-04-01,32,,,285,,
Greenwich,E09000011,Upper tier local authority,2020-04-01,29,,,280,,
Enfield,E09000010,Upper tier local authority,2020-04-01,26,,,315,,
Ealing,E09000009,Upper tier local authority,2020-04-01,27,,,447,,
Croydon,E09000008,Upper tier local authority,2020-04-01,55,,,570,,
Camden,E09000007,Upper tier local authority,2020-04-01,19,,,264,,
Bromley,E09000006,Upper tier local authority,2020-04-01,49,,,461,,
Brent,E09000005,Upper tier local authority,2020-04-01,55,,,644,,
Bexley,E09000004,Upper tier local authority,2020-04-01,29,,,230,,
Barnet,E09000003,Upper tier local authority,2020-04-01,37,,,587,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-01,21,,,185,,
Gateshead,E08000037,Upper tier local authority,2020-04-01,33,,,135,,
Wakefield,E08000036,Upper tier local authority,2020-04-01,17,,,133,,
